Date/Time,Building_type,Construction_period,retrofit_scenario,Hot water + Space Heating demand [J](Hourly),Space Heating demand [J](Hourly),Hot water demand [J](Hourly),,Electricity demand [J](Hourly) ,G [W](msquared)
 03/30  15:00:00,SFH,2011-2015,No retrofit,0,0,0,1601964.374,969985.0368,347.41
 03/30  16:00:00,SFH,2011-2015,No retrofit,0,0,0,4419922.378,969985.0368,175
 03/30  17:00:00,SFH,2011-2015,No retrofit,0,0,0,2809929.143,969985.0368,30.63
 03/30  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,21819920.68,4211252.116,0
 03/30  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,16875617.31,8867180.293,0
 03/30  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,14573152.97,10419156.35,0
 03/30  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,10290108.23,4211252.116,0
 03/30  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,7547243.979,4211252.116,0
 03/30  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 03/30  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 03/31  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 03/31  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 03/31  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 03/31  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 03/31  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,31.53
 03/31  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,180.95
 03/31  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,54564.25243,8867180.293,353.71
 03/31  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,144453.82,4211252.116,523.36
 03/31  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,642.57
 03/31  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,728.73
 03/31  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,732.02
 03/31  12:00:00,SFH,2011-2015,No retrofit,0,0,0,571946.9121,969985.0368,716.84
 03/31  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,22483375.14,8867180.293,629.11
 03/31  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,21577008.86,4211252.116,511.82
 03/31  15:00:00,SFH,2011-2015,No retrofit,0,0,0,3150585.675,969985.0368,347.57
 03/31  16:00:00,SFH,2011-2015,No retrofit,0,0,0,6232312.482,969985.0368,177.01
 03/31  17:00:00,SFH,2011-2015,No retrofit,0,0,0,4556268.751,969985.0368,31.38
 03/31  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,25026684.27,4211252.116,0
 03/31  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,20083453.74,8867180.293,0
 03/31  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,17559865.9,10419156.35,0
 03/31  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,13126441.27,4211252.116,0
 03/31  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,10319767.26,4211252.116,0
 03/31  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 03/31  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/01  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/01  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/01  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/01  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/01  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,40.12
 04/01  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,207.78
 04/01  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,594763.511,8867180.293,390.27
 04/01  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,682874.3025,4211252.116,561.11
 04/01  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,689.2
 04/01  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,762.74
 04/01  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,784.02
 04/01  12:00:00,SFH,2011-2015,No retrofit,0,0,0,64069.04187,969985.0368,747.91
 04/01  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,19597835.12,8867180.293,670.86
 04/01  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,18884461.35,4211252.116,546.4
 04/01  15:00:00,SFH,2011-2015,No retrofit,0,0,0,1415006.42,969985.0368,377.55
 04/01  16:00:00,SFH,2011-2015,No retrofit,0,0,0,3751809.554,969985.0368,198.73
 04/01  17:00:00,SFH,2011-2015,No retrofit,0,0,0,2491005.651,969985.0368,38.21
 04/01  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,21663135.51,4211252.116,0
 04/01  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,16593389.22,8867180.293,0
 04/01  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,14224876.04,10419156.35,0
 04/01  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,9757839.989,4211252.116,0
 04/01  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,6765585.582,4211252.116,0
 04/01  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/01  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/02  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/02  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/02  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/02  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/02  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,40.19
 04/02  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,198.05
 04/02  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,382.59
 04/02  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,546.95
 04/02  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,675.27
 04/02  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,754.09
 04/02  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,781.58
 04/02  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,745.7
 04/02  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,13779321.88,8867180.293,673.47
 04/02  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,14406396.01,4211252.116,545.76
 04/02  15:00:00,SFH,2011-2015,No retrofit,0,0,0,400511.8997,969985.0368,375.58
 04/02  16:00:00,SFH,2011-2015,No retrofit,0,0,0,1394115.381,969985.0368,198.34
 04/02  17:00:00,SFH,2011-2015,No retrofit,0,0,0,746319.1009,969985.0368,40.34
 04/02  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,17306111.85,4211252.116,0
 04/02  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,13122677.98,8867180.293,0
 04/02  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11199896.47,10419156.35,0
 04/02  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,7120720.613,4211252.116,0
 04/02  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,4473665.975,4211252.116,0
 04/02  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/02  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/03  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/03  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/03  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/03  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/03  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,42.09
 04/03  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,198.97
 04/03  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,383.5
 04/03  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,552.98
 04/03  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,636.01
 04/03  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,757.11
 04/03  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,735.73
 04/03  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,695.84
 04/03  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,5830112.077,8867180.293,541.06
 04/03  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,5610828.977,4211252.116,477.03
 04/03  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,319.05
 04/03  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,166.2
 04/03  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,35.42
 04/03  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,7001661.992,4211252.116,0
 04/03  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,4098227.236,8867180.293,0
 04/03  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,2927119.339,10419156.35,0
 04/03  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,0,4211252.116,0
 04/03  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,0,4211252.116,0
 04/03  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/03  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/04  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/04  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/04  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/04  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/04  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,43.74
 04/04  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,199.29
 04/04  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,378.41
 04/04  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,542.73
 04/04  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,667.46
 04/04  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,698.03
 04/04  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,770.42
 04/04  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,737.09
 04/04  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,4189628.162,8867180.293,660.45
 04/04  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,5759013.325,4211252.116,531.37
 04/04  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,366.9
 04/04  16:00:00,SFH,2011-2015,No retrofit,0,0,0,175239.6393,969985.0368,195.6
 04/04  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,39.78
 04/04  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,11095486.08,4211252.116,0
 04/04  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,8283828.51,8867180.293,0
 04/04  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,6910797.74,10419156.35,0
 04/04  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,3493648.084,4211252.116,0
 04/04  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,1651455.745,4211252.116,0
 04/04  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/04  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/05  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/05  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/05  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/05  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/05  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,51.59
 04/05  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,219.2
 04/05  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,0,8867180.293,404.04
 04/05  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,569.28
 04/05  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,675.55
 04/05  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,774.96
 04/05  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,802.62
 04/05  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,770.31
 04/05  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,16691813.07,8867180.293,690.3
 04/05  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,11177925.62,4211252.116,565.46
 04/05  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,399.06
 04/05  16:00:00,SFH,2011-2015,No retrofit,0,0,0,868457.2532,969985.0368,215.34
 04/05  17:00:00,SFH,2011-2015,No retrofit,0,0,0,455557.0094,969985.0368,47.59
 04/05  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,16325329,4211252.116,0
 04/05  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,13317845.97,8867180.293,0
 04/05  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11717656.33,10419156.35,0
 04/05  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,8025494.049,4211252.116,0
 04/05  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,5928630.542,4211252.116,0
 04/05  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/05  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/06  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/06  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/06  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/06  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/06  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,54.62
 04/06  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,224.12
 04/06  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,53681.52131,8867180.293,402.87
 04/06  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,0,4211252.116,566.18
 04/06  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,691.93
 04/06  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,769.07
 04/06  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,796.09
 04/06  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,762.65
 04/06  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11424813.32,8867180.293,685.77
 04/06  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,12380926.57,4211252.116,559.8
 04/06  15:00:00,SFH,2011-2015,No retrofit,0,0,0,467887.8885,969985.0368,394.04
 04/06  16:00:00,SFH,2011-2015,No retrofit,0,0,0,2173237.476,969985.0368,215.2
 04/06  17:00:00,SFH,2011-2015,No retrofit,0,0,0,789878.8043,969985.0368,49.51
 04/06  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,17385968.11,4211252.116,0
 04/06  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,14124149.48,8867180.293,0
 04/06  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,12441515.86,10419156.35,0
 04/06  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,8754822.381,4211252.116,0
 04/06  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,6702233.104,4211252.116,0
 04/06  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/06  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/07  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/07  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/07  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/07  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/07  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,58.78
 04/07  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,230.83
 04/07  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,1221914.24,8867180.293,411.13
 04/07  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,909620.6525,4211252.116,574.2
 04/07  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,698.52
 04/07  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,776.31
 04/07  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,800.67
 04/07  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,771.79
 04/07  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,18056259.04,8867180.293,691.71
 04/07  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,14887396.64,4211252.116,565.27
 04/07  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,400.46
 04/07  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,220.29
 04/07  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,52.91
 04/07  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,14106315.63,4211252.116,0
 04/07  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11779814.43,8867180.293,0
 04/07  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,10661447.22,10419156.35,0
 04/07  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,7289507.043,4211252.116,0
 04/07  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,5451602.926,4211252.116,0
 04/07  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/07  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/08  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/08  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/08  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/08  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/08  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,65.59
 04/08  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,239.57
 04/08  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,48230.45902,8867180.293,422.69
 04/08  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,125790.9739,4211252.116,582.42
 04/08  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,703.66
 04/08  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,752.84
 04/08  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,750.93
 04/08  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,744.37
 04/08  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,18105382.49,8867180.293,663.52
 04/08  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,16925140.67,4211252.116,542.61
 04/08  15:00:00,SFH,2011-2015,No retrofit,0,0,0,768333.4619,969985.0368,383.8
 04/08  16:00:00,SFH,2011-2015,No retrofit,0,0,0,2545480.402,969985.0368,212.55
 04/08  17:00:00,SFH,2011-2015,No retrofit,0,0,0,2013830.827,969985.0368,52.8
 04/08  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,20429026.5,4211252.116,0
 04/08  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,16832866.4,8867180.293,0
 04/08  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,14710143.29,10419156.35,0
 04/08  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,10725234.1,4211252.116,0
 04/08  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,8382421.439,4211252.116,0
 04/08  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/08  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/09  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/09  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/09  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/09  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/09  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,59.62
 04/09  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,201.14
 04/09  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,1397479.814,8867180.293,333.66
 04/09  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,2393058.536,4211252.116,479.43
 04/09  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,623.05
 04/09  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,674.52
 04/09  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,686.2
 04/09  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,603.2
 04/09  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,18270140.49,8867180.293,565.87
 04/09  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,16039051.61,4211252.116,444.02
 04/09  15:00:00,SFH,2011-2015,No retrofit,0,0,0,133784.2878,969985.0368,320.64
 04/09  16:00:00,SFH,2011-2015,No retrofit,0,0,0,875012.4194,969985.0368,204.02
 04/09  17:00:00,SFH,2011-2015,No retrofit,0,0,0,52391.70365,969985.0368,53.2
 04/09  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,16197321.36,4211252.116,0
 04/09  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,13293627.8,8867180.293,0
 04/09  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11880514.22,10419156.35,0
 04/09  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,8161795.7,4211252.116,0
 04/09  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,6093576.573,4211252.116,0
 04/09  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/09  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/10  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/10  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/10  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/10  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/10  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,74.67
 04/10  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,242.5
 04/10  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,351474.9163,8867180.293,428.59
 04/10  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,1702895.603,4211252.116,590.61
 04/10  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,715.24
 04/10  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,787.17
 04/10  11:00:00,SFH,2011-2015,No retrofit,0,0,0,349133.7222,969985.0368,799.21
 04/10  12:00:00,SFH,2011-2015,No retrofit,0,0,0,1539494.375,969985.0368,767.55
 04/10  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,25341719.92,8867180.293,677.66
 04/10  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,23628569.77,4211252.116,552.32
 04/10  15:00:00,SFH,2011-2015,No retrofit,0,0,0,4201672.814,969985.0368,390.56
 04/10  16:00:00,SFH,2011-2015,No retrofit,0,0,0,7673033.391,969985.0368,220.87
 04/10  17:00:00,SFH,2011-2015,No retrofit,0,0,0,5886392.107,969985.0368,55.59
 04/10  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,27188889.92,4211252.116,0
 04/10  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,22678928.88,8867180.293,0
 04/10  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,19895894.59,10419156.35,0
 04/10  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,15390812.68,4211252.116,0
 04/10  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,13020042.07,4211252.116,0
 04/10  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 04/10  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/11  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/11  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/11  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/11  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 04/11  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,73.5
 04/11  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,238.49
 04/11  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,7863200.87,8867180.293,414.12
 04/11  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,6485186.109,4211252.116,569.54
 04/11  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,685.84
 04/11  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,732.14
